,terrorism,Turkey,Iraq,Iran,persian gulf,opec,blending,crack spread,crude oil,liquefied natural gas,liquefied petroleum gas,nymex,petroleum,refined products,refinery,residual fuel oil,wti,oil barrel,petroleum industry,crude inventories,lease condensate,hydrocarbons,pentanes,pipeline,GDP,recession,economic growth,commodity,price of gold,price of oil,price of crude,oil volatility,oil producers,oil exporter,oil sands,peak oil,Canada,Middle East,South America,Alberta,China,Australia,Russia,Arctic,oil rich,CAD/USD,CAD/JPY,oil market,cost per gallon,refining capacity,fuel efficiency,oil crisis,inflation,Gulf War,store oil,oil transportation,natural gas,the interest rates,world crude,supply,interest rates,endogenous variables,federal funds rate,real oil price,share of oil,marginal production cost,income elasticity,the oil supply,volatility,demand and supply,production levels,barrels per day,oil markets,world economic growth,impulse response function,var model,crude oil futures,oil prices,spr releases,Government Policy,crude oil prices,oil shock,us oil,american economic review,exchange and interest,the oil,demand shock,exchange rates,monetary policy,bureau of economic,global production,market uncertainty,market volatility,spot price,energy information administration,spr release,private stocks,crude oil supply,wti futures price,funds rate,the middle east,demand,federal funds,impulse responses,wti futures,supply shock,price elasticity,crude oil price,crude price,oil consumption,elasticity of demand,Energy Prices,scarcity rent,oil supply,oil production,oil price,natural gas production,marginal revenue,multipliers,strategic petroleum,gasoline demand,oil demand,impulse response,oil futures,interest rate,barrels of oil,real gdp,oil price change,run demand,chinese oil consumption,strategic petroleum reserve,Oil Shocks,OPEC_price
income elasticity,0.0680186917657,0.214782962954,0.0451266982096,0.204206427928,0.0862305213534,0.222218980943,0.0467672599541,0.143148294897,0.0807743383606,0.0309878918885,0.0147420430522,0.0443121287699,0.0645905072305,0.0188195232337,0.0100165965018,0.18003885481,0.104275120276,0.126820986706,0.00426568545046,0.0379392115483,0.0968981241251,0.159401967157,0.123795904147,0.0693565522079,0.417498887525,0.246742153208,0.242173477339,0.101867834167,0.321187059646,0.155724330401,0.134637917579,0.0248076971012,0.133814486264,0.0554836762539,0.10755539643,0.109739627397,0.142595266062,0.0183448975048,0.116053372862,0.259223623024,0.00810299010625,0.040466840135,0.0734895793067,0.028362401673,0.135803553695,0.154787632858,0.00884875135561,0.101970613966,0.055691638298,0.0286972406223,0.109941940223,0.172475165448,0.237372549312,0.0764711100821,0.0496641388195,0.0883016880837,0.210364700395,0.417304586311,0.0894696255383,0.200125692659,0.0342511603732,0.0111693827182,0.111988671299,0.0886655174381,0.0544331198963,0.386076966589,1.0,0.202862288643,0.0420164569839,0.60395584709,0.264154474848,0.00276117906189,0.00730432407513,0.151117316432,0.0709186678541,0.150058989084,0.0790837343815,0.122085431113,0.0251485983909,0.188948654668,0.0317091483706,0.0521083346075,0.0133097427959,0.0783818185722,0.194951723814,0.0912080898228,0.216757358938,0.0602003832639,0.245296811323,0.0613415051543,0.117954130962,0.0009522312673,0.191586741025,0.353083481886,0.0417775848776,0.0811765316788,0.0690435750747,0.178329412669,9.99577377983e-06,0.109037376451,0.148885620196,0.388626350251,0.146411948885,0.0284253698613,0.04255800682,0.195240166867,0.713959904268,0.150209328384,0.124962631317,0.0416813786436,0.757814087507,0.152005135606,0.0152811267841,0.0662008539895,0.0102094815274,0.123622637071,0.123487093715,0.539013122569,0.120500577047,0.0404802189453,0.2082296888,0.118254998693,0.159884656214,0.0448585112012,0.0561814539248,0.0127870487917,0.590111062181,0.204979037444,0.560815095056,0.0290235790514,0.0653628624097,0.154171711981,0.0279662259429
the oil supply,0.223653456546,0.311743454938,0.0200973013018,0.0358128081492,0.226000039104,0.282430775465,0.256634471657,0.205444078781,0.290085385192,0.0126192766557,0.179616927371,0.272505791383,0.231343800072,0.222763257163,0.265453753475,0.127549753499,0.152032000939,0.216115669384,0.197417301905,0.0948108015716,0.0582114714547,0.255222395611,0.141574144163,0.121597666622,0.239819535484,0.0557586525036,0.301499085081,0.295236371227,0.0488970802063,0.239652184477,0.258059104603,0.277005707982,0.295977373878,0.33305765186,0.1925549709,0.347880464961,0.0955612866213,0.164959386954,0.224207333997,0.136626727386,0.310246534087,0.0508319539147,0.213803802907,0.00537330291255,0.0878544310301,0.11444001318,0.0893049571444,0.312023452942,0.379087360144,0.170279550231,0.41441998852,0.483086784728,0.461175352541,0.224972964689,0.223340787612,0.295581074186,0.380964596337,0.253204141615,0.27473818345,0.0770102858018,0.0533321907964,0.0103539413015,0.250731446104,0.30397049769,0.0182601392939,0.00529656872626,0.202862288643,1.0,0.284573355028,0.276712841472,0.185132960322,0.408803954565,0.245536671659,0.221225088743,0.185837745611,0.166746637255,0.236613309428,0.266378052123,0.103965314972,0.252897596946,0.240041539757,0.455878673534,0.433816327302,0.252388141497,0.161069384511,0.160431509804,0.261895994956,0.0743711219652,0.336102034735,0.166003615185,0.479946441418,0.160543223434,0.1455819045,0.035994160603,0.432975061601,0.0337417627914,0.105556927448,0.520667012013,0.012536509502,0.199127909322,0.237430533331,0.0368202021961,0.134483020175,0.0888446288685,0.106317239546,0.299059260336,0.373618630906,0.154927210433,0.146626899436,0.448290238867,0.153580442545,0.367541775137,0.0842014392011,0.49298472308,0.432797351733,0.200223337192,0.176498548326,0.177722443794,0.22450488309,0.323647962461,0.307602530271,0.488939329495,0.245306443131,0.330546772975,0.17718275117,0.269406243666,0.204600527529,0.0937263139529,0.20995959868,0.0483588428219,0.323850164338,0.0765458003435,0.152887379892
volatility,0.858061156695,0.02463601912,0.650908443119,0.348275644445,0.73123533077,0.737866708157,0.786303104458,0.249928916309,0.175555590611,0.524324880291,0.383985816216,0.115522121584,0.830207801394,0.443500765893,0.600863949698,0.270274498745,0.0405060313472,0.0796261497062,0.833167644703,0.242116660609,0.0851015342877,0.822552382614,0.128259576479,0.834334698633,0.669196658846,0.404927374481,0.835850517571,0.767015308225,0.616030575102,0.0963593948891,0.00659629066679,0.278733756079,0.779222698856,0.546620482679,0.214533217976,0.58843295161,0.826884190385,0.734491169997,0.814140971668,0.804599067348,0.773029972633,0.620644232401,0.716288583916,0.0226290221383,0.322215647322,0.225905886762,0.173190801517,0.398989946131,0.269151767653,0.52687322638,0.451767550463,0.531163460669,0.667345592341,0.82051695455,0.556777030517,0.791044239452,0.597380947531,0.152351019941,0.472564726593,0.861822926914,0.519306331598,0.0734011965474,0.532632360976,0.292168844387,0.361318025187,0.0957650087838,0.0420164569839,0.284573355028,1.0,0.457398348571,0.116291907624,0.037775157202,0.289495261338,0.552517862958,0.0938216787899,0.19397667587,0.354465727845,0.0265624441121,0.186598849774,0.822679662842,0.0913348961338,0.274641982326,0.336560383861,0.811541905077,0.310996154017,0.220696939647,0.149750799902,0.830933173631,0.651460377053,0.837193439159,0.699609664977,0.571199815586,0.647700588853,0.424946987405,0.662690663141,0.121745332066,0.56461585869,0.330681376071,0.18006939634,0.481177525762,0.721682336089,0.560329805671,0.698620492242,0.577317534567,0.00326930068443,0.228421035268,0.276935946949,0.124824413495,0.102563745866,0.603922244364,0.0706270836339,0.098156218914,0.152446814291,0.612490947952,0.821295522471,0.112873464107,0.456666003555,0.0968735803627,0.815548284829,0.487576546119,0.270997108317,0.403675310344,0.805467227908,0.269274558555,0.630614763435,0.0268099609043,0.191509721505,0.528721301,0.0480649619482,0.167776745788,0.463783877138,0.419969012558,0.533658261846
demand and supply,0.568045298888,0.213901531299,0.407062450075,0.0750710847871,0.499539066447,0.533015288284,0.433812343567,0.0253365621354,0.0561244620674,0.331411552682,0.184341478745,0.0256006636982,0.384222701471,0.208727316999,0.256650105775,0.0594206613521,0.0417208057332,0.0879541607067,0.493602593384,0.130349237094,0.0895638332724,0.654161228071,0.223062149273,0.382132453515,0.770226961917,0.0361025439182,0.737627139225,0.492630721427,0.0988843137745,0.0618784825327,0.0497728509268,0.185977290486,0.283128623017,0.435307487673,0.00952942132984,0.172369238848,0.326152783287,0.449496590053,0.643368863828,0.18566155658,0.405508395556,0.346045234432,0.513441033277,0.144549498506,0.0408862344096,0.00557490036386,0.122278205967,0.155397974036,0.202119889211,0.190163806071,0.0129651765887,0.390856358506,0.565752594321,0.5548420346,0.249387394129,0.508396708164,0.532293965931,0.42002319563,0.28540178386,0.252581139514,0.244433209124,0.166149306715,0.311790802798,0.113477877796,0.195388933781,0.415091614274,0.60395584709,0.276712841472,0.457398348571,1.0,0.213117264199,0.000660527438454,0.0126784521491,0.508830306437,0.273294357719,0.0325761259388,0.0280852761593,0.0213724925978,0.083722748887,0.683900431459,0.0388005406417,0.229918588889,0.188795848396,0.473806275902,0.314824621719,0.0152037619585,0.268498988708,0.317014978729,0.598432825483,0.571564612743,0.532861113051,0.311128509746,0.290862472784,0.0282249144738,0.335078611268,0.21680935113,0.396817550371,0.315829413201,0.124766905833,0.246423728999,0.602832183652,0.0996053489358,0.475164092889,0.510341357132,0.0472549777534,0.324748777239,0.793327843764,0.069789821152,0.0769737137344,0.25133441509,0.637576582823,0.136145469499,0.0488434876915,0.388688151376,0.398160581064,0.087305298932,0.458856610004,0.404221111727,0.520066979525,0.211661306658,0.251724246373,0.240635482179,0.620989301234,0.0101903156474,0.262402263107,0.0457080600551,0.676575669207,0.19211541106,0.390412996961,0.0589885555892,0.238329580184,0.436497060735,0.340874566577
production levels,0.0518533937876,0.028856645214,0.126613816812,0.0564800550529,0.138529364387,0.0904587881005,0.0607324108175,0.0101746004286,0.120034902856,0.119980386463,0.00347980960587,0.202873533966,0.0243802293792,0.0780093787599,0.013399197863,0.0696596456987,0.166433314088,0.101619395863,0.00174941688103,0.0742306800081,0.0714737794421,0.198456731991,0.164815032172,0.0221610765728,0.26809420875,0.0130686589684,0.160152412969,0.15334007312,0.0457724392954,0.0719674281663,0.0892987041416,0.0321513056328,0.033305870259,0.105994868476,0.0213774273989,0.0482681488772,0.00182658186587,0.0761390969468,0.0829497378627,0.0887990817988,0.0897616408201,0.0282373494816,0.031473965577,0.0218901998902,0.156299694336,0.0348323305298,0.0564341286827,0.0120427739178,0.0686270298967,0.0439222211866,0.0137411743272,0.021463718999,0.125295166914,0.0952786441419,0.00974790118442,0.0360989164064,0.0339682127204,0.27826183536,0.148033105721,0.0423571330226,0.0114455484761,0.0218487466965,0.110701094713,0.161538102255,0.0102573588356,0.15999404524,0.264154474848,0.185132960322,0.116291907624,0.213117264199,1.0,0.0999225462242,0.00299139996337,0.191960860771,0.0449269701603,0.027840324125,0.186782703988,0.119760799801,0.152525492928,0.169160373359,0.148547062872,0.0176153851117,0.0971239440541,0.0350736791288,0.347649434167,0.116003113047,0.128628920719,0.0249913630729,0.219802681182,0.00642051569548,0.161221032797,0.0610367759458,0.112769770322,0.00726669212247,0.0401364336563,0.205770266389,0.0877197792861,0.0805252271188,0.0414094251567,0.129655067901,0.0786546856347,0.173606098199,0.0655437985805,0.0549276065321,0.0375315071833,0.344595920342,0.373352053461,0.103540835311,0.121196865721,0.0546783356215,0.293088987271,0.0703142269746,0.110635240353,0.0563652317702,0.0110097212364,0.110411234445,0.0563899320276,0.302883259913,0.0583162328391,0.169139747369,0.180054558615,0.0363666180764,0.258222229951,0.17899709759,0.00176060252855,0.0713078330986,0.299389986303,0.0491149061686,0.267541447122,0.123242920464,0.16420477939,0.0301334985557,0.0903762507395
barrels per day,0.0852792524984,0.109544182391,0.0354867753696,0.0508535718569,0.0536367604369,0.090612837248,0.0257295082111,0.308814673364,0.36312048571,0.110836893945,0.160310228511,0.267584788984,0.128661620158,0.0112594101794,0.236703736678,0.096509802386,0.261790889657,0.368589772514,0.0789659367428,0.0723467890924,0.0418272290447,0.0744982202221,0.0338575258746,0.113245487521,0.0871820717994,0.0186679978765,0.0308120650894,0.0539201757701,0.135564245222,0.342614519766,0.351999071304,0.161097625314,0.146118932108,0.110840400285,0.283292114919,0.259837526253,0.144828069389,0.156608122455,0.0590609415056,0.0505188746287,0.0687330929295,0.0419643818796,0.0233093565276,0.0223653805183,0.294009188183,0.0289314313031,0.14723599076,0.396831848064,0.51242363174,0.259176332661,0.378934646331,0.576250613175,0.144424037002,0.0115919132548,0.145542432164,0.142049525424,0.184195857354,0.103559764436,0.214893245418,0.149854177731,0.146994360973,0.056904714827,0.0476098903417,0.338956231498,0.299263583091,0.0564082225868,0.00276117906189,0.408803954565,0.037775157202,0.000660527438454,0.0999225462242,1.0,0.268423335293,0.0384951760569,0.0690646041749,0.0395657295545,0.337983201106,0.346184296781,0.147060073226,0.00979014532816,0.327317448108,0.44589286581,0.633306167335,0.0897810889594,0.0545630579954,0.574162035853,0.0976107217319,0.0853442668672,0.0362573801003,0.0801592804777,0.22273628215,0.0714054296069,0.0196473642026,0.217556827048,0.196468896833,0.0713037419779,0.0143614568031,0.270321734973,0.0329803603988,0.00851607927523,0.155410834177,0.0967805578765,0.0638878130375,0.0691274846139,0.0526417309067,0.162797548731,0.0105436299452,0.296576609074,0.293190360531,0.368383253583,0.0227112414857,0.358492447714,0.111345520575,0.430336514486,0.246059033778,0.335145952109,0.151825369228,0.0572854616955,0.0974745501844,0.302525996454,0.33094278337,0.443939265255,0.0819329459189,0.390243651653,0.0345611550315,0.625879787507,0.0881750025977,0.119616013328,0.137217896867,0.0351904390128,0.300772333526,0.0066668030431,0.335515523721
oil markets,0.112797275429,0.028644364399,0.119984228522,0.0943639358688,0.103593271674,0.377358569646,0.225283560604,0.346680240687,0.651554769851,0.150930786914,0.268418108761,0.53668459811,0.298642171835,0.143776000792,0.290734984276,0.212968803978,0.53123846867,0.557715698585,0.167213675487,0.177259045171,0.205107915748,0.116780765198,0.167160224203,0.196163686095,0.12320637053,0.0926022303773,0.145873812758,0.388112158635,0.0315750613563,0.564400005773,0.581586467247,0.124258891745,0.436273411837,0.214982593108,0.200643424542,0.349626104565,0.124129708271,0.0574617308294,0.138247785624,0.179790994938,0.225852285557,0.0519477776077,0.177724420538,0.221991601292,0.179225737611,0.137557087841,0.0208203556656,0.712145930167,0.275266583509,0.262424847104,0.502630309364,0.494606893498,0.335627008026,0.120419566559,0.041279225983,0.399327093082,0.376700817712,0.0335199092954,0.400882858691,0.230731854796,0.237305645353,0.00574594126242,0.217040402974,0.690804642258,0.0483900551837,0.219358216406,0.00730432407513,0.245536671659,0.289495261338,0.0126784521491,0.00299139996337,0.268423335293,1.0,0.347301972411,0.0436043044487,0.0825717402382,0.598161786186,0.615264257075,0.118634902978,0.132048120963,0.598343635379,0.31282961927,0.587563786856,0.242978509227,0.0138179865807,0.0668564380782,0.286044406086,0.293085684649,0.151692818517,0.199040543825,0.226838381737,0.0989146345583,0.30172600166,0.113040813498,0.477773703155,0.175543473234,0.0808722586835,0.282598234162,0.0768029068219,0.197962853131,0.0103243922686,0.178714610526,0.237030044424,0.113686092664,0.133664770628,0.0977416623982,0.0674182345466,0.522282306008,0.530636447692,0.615043071427,0.0261692944329,0.543623081372,0.122183080944,0.421431367806,0.441971148161,0.551634640172,0.19551736017,0.0548142657861,0.1108185272,0.371822198197,0.190634189279,0.607788617415,0.163202016211,0.741924124701,0.321304247968,0.427420440212,0.100816038236,0.0343686135901,0.0258483970015,0.034039923808,0.405364622674,0.275834627761,0.0553203580151
world economic growth,0.514783903539,0.0501227530768,0.388614431572,0.384630134306,0.54513494719,0.462810823954,0.599590047901,0.115064160526,0.0669227382252,0.292887476515,0.351872457434,0.033349329755,0.610105826868,0.243832243689,0.495705448959,0.239507786981,0.132610562477,0.113446899393,0.606521163444,0.306258384213,0.0880410845828,0.631713459561,0.0944102031555,0.568903986354,0.59629081856,0.268818082977,0.676330386204,0.691049457258,0.278050350235,0.0977124634728,0.0492239725409,0.0265187925376,0.565265174888,0.391423325502,0.296157747756,0.39104346603,0.537240270523,0.430634583633,0.666183828318,0.497126811858,0.525028146521,0.427966890078,0.509757945278,0.30295674071,0.140162390357,0.0990984513932,0.155277508163,0.241304335393,0.125280712934,0.352117663559,0.250343072525,0.41219229729,0.494944036729,0.595543892912,0.334874279589,0.607217173616,0.532283144389,0.112182584095,0.414818405692,0.5081712338,0.321500888526,0.0787087799601,0.40515044381,0.127609130949,0.213959528721,0.0491943710538,0.151117316432,0.221225088743,0.552517862958,0.508830306437,0.191960860771,0.0384951760569,0.347301972411,1.0,0.287025024806,0.0372911561523,0.0958114088833,0.0232261421582,0.159052557715,0.662760506736,0.0121630472245,0.234400352315,0.305496521271,0.575321543222,0.333391674148,0.052424440648,0.0789878169384,0.517461068994,0.539606240163,0.548156792737,0.422645579818,0.255507676752,0.354837121667,0.0648946335778,0.528033529966,0.221245652515,0.319155507171,0.2051757012,0.107573428839,0.367004933906,0.499292014557,0.240105080117,0.508187428798,0.380040515051,0.104980105826,0.199592450162,0.417229568468,0.138939395827,0.128467701086,0.43724190451,0.1793318868,0.156764890364,0.375406372916,0.436628763787,0.526858305404,0.133493227716,0.489683218744,0.196165700137,0.48745478605,0.249315505513,0.243217655116,0.285798515974,0.561813112034,0.121596379479,0.403126124502,0.0910641120967,0.334259894995,0.324943569544,0.0639791780383,0.126866152428,0.321857733971,0.447412261061,0.377284282485
impulse response function,0.124884962377,0.136898341882,0.0454524034969,0.107035102053,0.139032929181,0.0669698486537,0.0876565478615,0.119374785493,0.00202414927852,0.105639465371,0.101057354626,0.0129794487998,0.164964153893,0.0492201032163,0.0720979207676,0.095936668348,0.00418248655022,0.00619117364293,0.205482515786,0.0551904151673,0.0709254038334,0.215515053041,0.320112796551,0.127549405155,0.256476698376,0.0451981379435,0.232696252497,0.194052336102,0.00288205352189,0.000528949369889,0.0315265802246,0.137376230782,0.138376003782,0.221023123545,0.0939614940966,0.024947417959,0.125719465319,0.0596768345988,0.262846918545,0.112760271681,0.132946647387,0.130474494009,0.197974598967,0.141987128521,0.00316277483494,0.0663322247477,0.141824403731,0.00262026145201,0.110786068606,0.0262479193279,0.0656019442381,0.103500893014,0.23429586707,0.14576863444,0.0883316269342,0.0393427417753,0.175969946264,0.106539365414,0.171857235554,0.0576185114444,0.107295645056,0.135400988546,0.205868032471,0.0343832853675,0.0220694071887,0.0769437969859,0.0709186678541,0.185837745611,0.0938216787899,0.273294357719,0.0449269701603,0.0690646041749,0.0436043044487,0.287025024806,1.0,0.250008793045,0.0983363198018,0.0237716352162,0.0918367491135,0.16808612048,0.0404056984938,0.00161242808866,0.120623010895,0.173703499599,0.027116653144,0.115535178005,0.081501841345,0.149209990766,0.152042177475,0.13761929491,0.0479332561324,0.225642122579,0.161665061007,0.0795163570396,0.192295088763,0.0405130112788,0.0173602938648,0.0480219453773,0.123912279607,0.157495939912,0.120743934082,0.0247517126861,0.160576016449,0.0785126557444,0.0851182028182,0.0709453308662,0.207615835272,0.0468046489836,0.0359706381319,0.0993742392447,0.157307170652,0.0761962017318,0.10899566706,0.114495521838,0.077105376353,0.0253057729703,0.360668521622,0.125085866803,0.19737162362,0.0167493009066,0.00391635091437,0.00342171420558,0.102833403717,0.0764514798433,0.154855755875,0.046529121085,0.0623119774973,0.232275685132,0.0838312623454,0.00344137237525,0.0345137378266,0.0635952723664,0.0398947247879
var model,0.160667492348,0.0454162830953,0.168829130178,0.139025889854,0.163651818963,0.17440625989,0.244446468464,0.0935408199077,0.0763446301015,0.189008579924,0.0170754719092,0.143878082577,0.179867203049,0.053824786373,0.0573641219107,0.221212243462,0.0807739095696,0.0271151042372,0.231370729779,0.0900944654946,0.0122850971333,0.0696276001741,0.304136252413,0.254913545159,0.0117223447086,0.14629779728,0.0160768513402,0.12510652211,0.141603890694,0.0176083636935,0.0502593409886,0.0878024631183,0.206721940177,0.0418799874135,0.0258509720175,0.0544052658276,0.171318569096,0.182242398901,0.0457228173996,0.179204321362,0.12925773641,0.119408122007,0.149902611974,0.0142298990531,0.143979503305,0.0602074871412,0.070009318106,0.124307916431,0.0145234214022,0.10232465833,0.144479339247,0.035719250304,0.0468384707181,0.160930272495,0.0646166021409,0.105302739615,0.0876964365063,0.089757128011,0.0359134107528,0.265155053248,0.0516785432072,0.018006960843,0.0517737346225,0.0497480165591,0.0191139100927,0.163231425319,0.150058989084,0.166746637255,0.19397667587,0.0325761259388,0.027840324125,0.0395657295545,0.0825717402382,0.0372911561523,0.250008793045,1.0,0.0918544294852,0.0650057936443,0.0299454252725,0.153168177831,0.095592050323,0.0479837511751,0.0523889437262,0.0897328933292,0.0412009732281,0.141994987774,0.186644937671,0.154468993625,0.0457101587339,0.250796147515,0.033326918376,0.337447750174,0.028804050701,0.0668829408487,0.0340676319261,0.153181245854,0.172494537034,0.13808894733,0.0957526990617,0.0690066923773,0.144865908396,0.212108052418,0.0324662318122,0.119379022025,0.106519482215,0.0635886338137,0.097410989722,0.0462463699281,0.0561469144282,0.0918203555887,0.188641710074,0.0463278037868,0.104637263435,0.0225702503168,0.221312343979,0.0342018187178,0.0117876661957,0.179370363289,0.121323919626,0.155361198172,0.0257882377305,0.0141162852852,0.134970544402,0.103357437892,0.0663651139568,0.121385383386,0.0858117432045,0.0259723883691,0.172690400244,0.134712442748,0.0895502069806,0.165356571554,0.108069358004
crude oil futures,0.263637404489,0.00895003485599,0.310783757784,0.155522928709,0.265553588166,0.514557202898,0.313538866519,0.353332968174,0.755976856374,0.236233713315,0.204510198753,0.666630592036,0.346301839473,0.188933677419,0.305540225939,0.174870419481,0.582982091225,0.576101118035,0.188232126051,0.379368330841,0.0659806836915,0.259918686013,0.106354327746,0.30222456271,0.108777795231,0.0168878102579,0.230527089827,0.442757748972,0.153999054279,0.570407858709,0.625960039357,0.445137856192,0.561160958772,0.357711579931,0.345945069446,0.574671395875,0.203373183899,0.307328840201,0.230129346291,0.337822422312,0.382171017932,0.123255398105,0.337582515451,0.150912392689,0.156843202018,0.0683769332213,0.00478817820689,0.712848153823,0.355253240382,0.42916190428,0.613632918238,0.613025650154,0.375465129731,0.251777988059,0.131451333343,0.4873641459,0.426572011354,0.0953920360638,0.429841174371,0.291781650992,0.33819821427,0.0981892300229,0.231307620869,0.761155014905,0.078284085559,0.152995365833,0.0790837343815,0.236613309428,0.354465727845,0.0280852761593,0.186782703988,0.337983201106,0.598161786186,0.0958114088833,0.0983363198018,0.0918544294852,1.0,0.653999824674,0.0853013548897,0.214827328064,0.713851380726,0.348218825417,0.635245105907,0.200547121794,0.0226272345533,0.0586147779793,0.0798992502613,0.280552463759,0.182275485017,0.343891101558,0.398892074484,0.275806639385,0.388471000517,0.013546657315,0.546191584834,0.140528048441,0.193225749333,0.419217250221,0.119905436668,0.24469887084,0.222169927586,0.314053595008,0.285255207164,0.111940149298,0.15791276265,0.0452182455506,0.044522520714,0.519719366298,0.546642924717,0.689897697485,0.194072379911,0.567609471008,0.0590909025261,0.558332372814,0.554188990156,0.565372369139,0.345787079231,0.0864350521489,0.17364231348,0.569507469343,0.327412261308,0.812338098014,0.240682762346,0.854979949737,0.412684654089,0.448190188573,0.072965008899,0.193979944564,0.134974664364,0.0867230373543,0.517933677277,0.193526513506,0.0159851667619
oil prices,0.115015511671,0.0391401207886,0.108269247827,0.119880899394,0.0959539028529,0.324069814251,0.0393749577989,0.403854397911,0.96374591445,0.105530843787,0.0498924757492,0.808683459134,0.101983653167,0.0316733875649,0.0783252467986,0.0353677708175,0.91256547186,0.944738749758,0.143038261213,0.285504946099,0.11428384344,0.168020108598,0.0718784094295,0.054356270917,0.0842557301824,0.402755401643,0.129668255958,0.240509615658,0.318626569328,0.969391414004,0.980949142402,0.212852388038,0.168325709088,0.128335332063,0.243696113574,0.242711299755,0.243173369553,0.0546419955948,0.102910398352,0.093031301403,0.0364607667303,0.346607235288,0.101880278638,0.146430718357,0.33865781047,0.164957314105,0.19312958428,0.842407202893,0.480166688384,0.19025492953,0.466484616856,0.418553662957,0.335455551925,0.163551276427,0.0595146031537,0.108279703717,0.292171213746,0.103061795413,0.401895854592,0.135873597239,0.224664089627,0.0973056420845,0.136578173987,0.762234533106,0.108219300412,0.0785561651841,0.122085431113,0.266378052123,0.0265624441121,0.0213724925978,0.119760799801,0.346184296781,0.615264257075,0.0232261421582,0.0237716352162,0.0650057936443,0.653999824674,1.0,0.256512506113,0.147762929883,0.96783373752,0.22392799972,0.578558596575,0.127487204318,0.0664573023522,0.0139611858165,0.107957083936,0.0207724224275,0.13473547383,0.0589743584094,0.037242481931,0.0386348867532,0.253757511732,0.439844689057,0.340963965046,0.0725157547918,0.13201275432,0.24411589062,0.00723632524272,0.183567446564,0.112303233836,0.0555347226507,0.0628084652124,0.0656213180325,0.222371070832,0.134857465896,0.000107319995254,0.94013871406,0.948949629801,0.424030699446,0.0185214963092,0.762313653049,0.0241244557502,0.326847324178,0.253383137316,0.967832473697,0.165926404132,0.0498507449337,0.127628418275,0.295101472587,0.253037965411,0.634175910446,0.121082412457,0.839450262388,0.291617519213,0.307596003305,0.064278431465,0.0383775076981,0.0170264897372,0.187852956727,0.294355398836,0.0274158997686,0.31662461313
spr releases,0.196555272306,0.0854447294298,0.144114441695,0.13014227494,0.120428307667,0.00477570628123,0.140479023428,0.150462879885,0.230219393828,0.177496656893,0.0319049169692,0.167550473594,0.167470441275,0.116548815851,0.0257197863307,0.0643064456538,0.322613224707,0.28429391422,0.158179543995,0.15474934575,0.02787713273,0.153549285463,0.00892306093453,0.174878542576,0.160564079455,0.182242942276,0.185976673021,0.0818798573957,0.176869251752,0.283481891996,0.300250817659,0.0669533756792,0.0792279579871,0.0651072199837,0.0970421430369,0.0817017736582,0.194044160734,0.174287982149,0.181893368553,0.173012400245,0.203755824239,0.185233157405,0.00430076154475,0.179731377389,0.138366428918,0.0502207132978,0.0955624903321,0.166666537593,0.279013241385,0.018044923313,0.16896378223,0.0780969802083,0.0371529354144,0.151717307186,0.129215291242,0.0966079530007,0.0266580617244,0.0262627677679,0.0560012939006,0.184589344593,0.0553083231353,0.0188227443027,0.150086241088,0.140445450707,0.13353149328,0.040163548858,0.0251485983909,0.103965314972,0.186598849774,0.083722748887,0.152525492928,0.147060073226,0.118634902978,0.159052557715,0.0918367491135,0.0299454252725,0.0853013548897,0.256512506113,1.0,0.160036522308,0.179246497685,0.142811696636,0.159837842411,0.176490738818,0.0761560145682,0.0119452640603,0.0633383301841,0.0970826698802,0.154129215667,0.200101653096,0.05912480313,0.0839144090219,0.133382332555,0.125998760205,0.046592605938,0.119564077688,0.129331408501,0.0388663090576,0.0794106186536,0.104528056131,0.183114441405,0.190666116826,0.149971633255,0.0929241563471,0.133332952363,0.0608742351941,0.131858199616,0.311923245587,0.320800180579,0.0750400848441,0.00497570974928,0.180934237398,0.0449483481676,0.027460789365,0.0021399969362,0.294148156842,0.0334479170636,0.0501723280215,0.189606114738,0.0394931139693,0.011746662368,0.128132154598,0.215041707794,0.198631892078,0.156278042513,0.107037982794,0.010887542429,0.143447944624,0.0280992117787,0.00219714280804,0.0453887906011,0.0255273547351,0.275702082649
