date,Isis,terrorism,Syria,Turkey,Iraq,Qatar,Iran,persian gulf,opec,blending,brent,crack spread,crude oil,liquefied natural gas,liquefied petroleum gas,nymex,petroleum,refined products,refinery,residual fuel oil,wti,oil barrel,petroleum industry,crude inventories,lease condensate,hydrocarbons,pentanes,pipeline,GDP,recession,energy,economic growth,commodity,price of gold,price of oil,price of crude,oil volatility,oil producers,oil exporter,oil sands,peak oil,Canada,Japan,Middle East,South America,Norway,Alberta,China,Australia,Russia,Arctic,oil rich,CAD/USD,CAD/JPY,oil market,cost per gallon,refining capacity,fuel efficiency,CPI,oil crisis,inflation,Gulf War,store oil,oil transportation,natural gas,the interest rates,world crude,supply,interest rates,endogenous variables,federal funds rate,real oil price,share of oil,marginal production cost,income elasticity,the oil supply,volatility,demand and supply,production levels,barrels per day,oil markets,world economic growth,impulse response function,var model,crude oil futures,oil prices,spr releases,Government Policy,crude oil prices,oil shock,us oil,american economic review,exchange and interest,the oil,demand shock,US,exchange rates,monetary policy,bureau of economic,global production,market uncertainty,market volatility,spot price,energy information administration,spr release,saudi arabia,private stocks,crude oil supply,wti futures price,funds rate,the middle east,demand,federal funds,impulse responses,wti futures,supply shock,price elasticity,crude oil price,crude price,oil consumption,elasticity of demand,Energy Prices,scarcity rent,oil supply,oil production,oil price,that monetary policy,natural gas production,marginal revenue,multipliers,the regression,strategic petroleum,gasoline demand,oil demand,the interest rate,impulse response,oil futures,interest rate,barrels of oil,real gdp,oil price change,run demand,chinese oil consumption,strategic petroleum reserve,Oil Shocks,us real,futures price
2007-06-01,4,27,6,23,11,22,38,35,25,71,78,54,24,55,43,34,62,26,54,22,12,8,33,20,0,48,43,41,54,5,83,41,64,13,10,12,31,38,19,35,35,66,21,39,47,31,77,67,60,38,50,32,24,0,30,44,20,48,84,19,59,22,40,47,54,46,14,74,66,57,27,5,17,17,20,20,62,36,38,6,26,36,28,60,29,13,0,38,15,48,27,28,35,20,7,71,46,40,30,49,13,49,31,31,0,37,31,5,0,27,38,56,45,29,6,22,27,6,7,27,17,35,11,37,42,10,6,32,16,23,30,5,11,26,26,43,19,69,18,33,17,17,0,2,33,73,18
2007-07-01,5,28,7,25,12,23,39,20,21,71,85,68,26,70,24,34,64,36,60,48,13,8,25,16,21,42,21,41,55,5,80,40,63,13,10,14,17,38,15,42,39,68,22,36,47,32,73,67,62,38,52,47,19,29,36,30,30,40,77,18,54,14,40,49,53,44,34,79,64,9,26,12,49,14,24,30,63,34,32,21,34,46,21,52,16,14,0,38,18,44,28,26,21,21,0,68,51,39,26,49,11,32,33,35,0,42,31,37,0,28,33,57,36,13,11,39,26,10,10,31,21,36,21,35,44,13,11,43,20,27,18,4,13,31,21,35,18,69,22,31,14,14,0,2,15,76,18
2007-08-01,5,25,6,23,11,22,36,22,19,64,82,52,23,54,41,37,64,42,57,17,13,8,28,26,20,38,0,41,51,10,79,46,64,14,11,11,25,29,11,37,33,65,21,37,53,30,74,71,63,39,45,45,41,28,32,42,13,36,72,15,55,15,40,48,52,36,21,80,64,27,90,5,19,3,26,32,72,41,42,11,33,34,7,39,19,15,0,35,18,40,28,21,25,21,3,71,50,40,29,59,16,61,39,28,0,38,44,13,0,83,34,55,82,18,11,25,30,11,9,35,16,36,0,38,39,12,14,61,14,27,25,2,23,28,24,38,25,74,20,30,15,15,0,2,17,77,20
2007-09-01,5,31,9,22,13,22,48,30,40,73,80,60,27,58,28,31,62,24,54,28,13,9,37,15,0,53,19,39,62,16,83,55,69,19,14,16,28,41,7,35,39,62,21,44,63,28,67,73,61,46,47,54,44,0,32,38,18,33,75,21,65,20,36,45,57,57,30,73,68,35,70,13,30,13,36,25,59,71,30,33,40,60,45,48,34,16,0,37,18,37,32,23,39,24,6,74,47,44,34,51,16,53,45,31,0,43,43,43,0,68,51,60,80,12,21,28,52,10,11,26,34,33,10,38,46,15,8,55,15,27,32,4,25,47,34,52,18,79,30,49,24,23,58,3,16,75,20
2007-10-01,5,33,8,27,12,21,46,34,31,75,79,72,34,47,38,41,65,33,55,51,17,16,29,42,0,56,26,40,68,13,90,56,69,20,21,21,39,43,21,41,41,62,21,46,61,28,66,74,62,48,45,40,43,24,37,40,19,37,74,30,71,21,38,52,59,49,30,73,57,23,55,16,14,25,49,56,65,72,63,15,47,59,23,71,32,23,0,50,25,40,34,34,68,26,9,69,45,49,35,56,25,47,44,35,0,42,46,42,0,55,55,65,56,18,18,62,61,16,14,36,48,42,22,46,53,21,2,41,36,49,27,7,22,43,30,59,31,71,26,55,15,26,0,8,27,68,25
2007-11-01,5,35,7,74,12,22,40,31,54,72,77,60,44,46,49,46,65,24,54,28,19,29,32,41,0,59,17,41,71,20,93,57,70,25,33,32,38,53,28,42,53,63,21,45,59,29,63,71,59,46,46,56,39,24,43,62,20,42,70,37,77,24,41,61,62,54,40,70,60,15,50,18,24,27,45,68,67,66,45,34,42,48,84,42,38,35,0,46,35,50,51,25,40,30,19,73,49,60,36,56,7,60,52,55,0,44,37,37,0,49,52,65,65,38,27,28,53,22,21,48,37,49,26,45,54,30,12,55,44,43,32,11,6,48,28,52,40,70,27,51,21,36,50,10,33,86,29
2007-12-01,5,26,6,33,10,21,40,22,43,68,79,33,27,35,31,32,55,22,46,19,14,12,23,30,0,42,18,37,60,18,79,43,57,19,17,16,33,36,16,31,35,62,19,40,51,28,53,65,54,43,53,55,20,64,30,48,13,39,63,27,67,19,46,54,52,44,40,69,58,0,63,17,23,9,34,38,56,51,38,34,38,36,18,35,29,21,0,38,21,33,36,22,27,24,15,74,38,52,31,52,15,34,41,37,0,41,43,8,17,59,42,59,64,11,5,30,38,13,12,37,27,34,18,36,40,18,10,42,38,34,33,6,18,36,25,40,18,66,33,42,19,27,0,7,28,67,18
2008-01-01,5,27,6,21,10,24,38,36,36,70,78,61,33,29,42,45,64,22,52,13,17,19,26,42,0,52,16,40,73,84,90,50,74,34,23,21,23,41,7,38,38,64,19,44,60,30,68,66,67,41,49,51,25,45,41,51,19,41,75,25,83,20,37,49,56,65,27,71,96,50,100,19,20,15,30,44,60,54,40,34,42,35,58,54,35,25,0,42,26,41,40,27,26,27,10,67,48,49,34,55,10,46,64,36,0,43,35,14,0,100,48,62,94,26,13,20,35,16,16,43,25,58,0,36,47,23,4,60,17,32,24,11,12,39,36,39,25,100,29,51,25,24,24,12,36,74,26
2008-02-01,5,28,7,20,11,25,36,33,35,77,79,56,31,31,45,35,65,37,78,17,13,13,32,15,32,59,33,39,70,40,92,58,75,26,20,20,67,47,15,39,39,60,19,44,58,29,66,65,59,45,46,50,15,46,36,51,20,43,78,28,80,21,38,51,55,55,31,71,85,22,67,15,26,13,43,63,63,68,39,28,23,51,65,52,27,20,0,44,23,46,42,24,27,27,8,65,43,46,33,57,10,52,59,34,0,43,41,18,0,68,47,69,72,12,13,24,56,11,13,41,34,50,16,44,50,18,4,50,31,33,31,8,23,41,33,45,22,88,20,73,13,26,24,10,41,72,23
2008-03-01,5,27,6,23,12,26,35,34,40,70,78,75,41,37,46,48,63,29,55,29,16,27,32,28,0,50,0,38,69,46,88,56,91,46,32,31,34,45,24,47,41,61,20,41,61,28,68,69,58,41,42,44,42,43,45,72,12,57,81,28,88,23,37,53,55,65,47,71,86,20,87,25,26,37,22,68,60,58,48,37,31,55,35,72,42,33,0,49,40,54,51,25,43,29,15,63,48,51,30,51,12,50,81,42,0,42,45,57,0,88,47,70,80,23,8,31,42,20,19,47,30,53,19,46,53,28,8,29,46,37,31,10,21,52,38,39,33,93,29,70,19,28,22,14,36,79,29
2008-04-01,5,31,7,23,11,24,36,60,45,74,79,73,43,45,15,44,67,37,61,9,16,34,32,59,0,52,15,41,70,42,95,59,84,36,37,36,34,57,17,46,51,60,20,43,54,28,66,76,56,43,35,51,21,21,44,84,23,67,86,54,100,27,39,55,64,62,47,74,69,27,64,30,21,7,32,58,72,58,53,39,42,62,65,32,38,33,0,49,37,59,68,27,36,34,20,66,47,73,39,61,9,69,61,49,0,43,27,30,14,62,49,68,75,23,0,63,45,23,23,65,31,63,0,54,65,31,4,87,43,35,44,35,42,51,40,48,40,86,55,61,27,29,0,39,42,78,35
2008-05-01,6,29,7,24,10,23,35,60,62,67,83,85,62,47,54,60,68,34,58,12,24,60,28,78,15,56,15,39,64,25,93,48,82,29,54,55,31,64,23,47,75,59,20,42,55,30,65,91,57,46,33,61,30,21,57,94,28,87,84,75,88,34,39,69,70,51,68,70,59,20,56,54,28,5,48,98,64,52,58,41,57,40,25,53,73,52,0,49,53,60,93,19,41,36,12,65,45,55,31,68,14,59,53,53,0,44,44,46,14,47,50,66,48,11,24,40,46,38,36,79,38,69,7,52,76,50,20,65,29,32,29,71,55,88,27,40,80,70,59,41,27,36,0,79,25,67,34
2008-06-01,5,21,6,31,9,25,39,29,56,72,84,96,73,32,44,71,70,32,61,19,32,59,29,54,15,46,15,38,54,22,92,40,80,25,61,66,34,76,28,46,71,59,19,38,46,29,66,68,56,53,30,62,17,0,67,100,36,100,88,80,93,19,46,69,70,45,66,73,61,34,32,46,43,12,25,79,54,46,21,75,74,34,25,41,86,61,100,37,67,84,100,18,29,37,10,73,43,41,24,65,9,34,54,56,16,43,38,44,14,34,37,65,40,25,20,38,27,45,48,100,22,79,12,69,91,59,8,58,23,29,27,22,31,100,27,33,100,68,85,42,27,22,23,23,47,72,37
2008-07-01,5,18,6,24,8,25,42,23,33,69,89,80,97,34,43,93,66,28,57,25,44,69,30,75,0,36,29,38,54,30,92,33,78,31,77,79,40,54,21,44,53,59,19,37,43,29,68,64,56,37,29,67,34,42,77,78,20,76,81,55,89,12,47,55,69,37,47,72,60,7,22,66,63,5,14,50,60,42,39,60,74,28,29,21,80,79,0,34,100,50,86,17,24,33,5,66,41,35,25,56,6,43,62,66,15,39,33,49,0,30,33,67,41,18,39,28,26,74,76,75,22,95,15,53,69,83,2,56,17,26,23,26,30,82,25,29,100,66,48,40,29,19,44,28,14,70,39
2008-08-01,5,19,7,23,7,25,36,30,26,67,87,58,87,33,26,82,61,36,54,12,44,70,29,72,0,37,15,45,54,30,88,33,73,32,66,69,58,42,18,34,33,59,19,36,45,30,63,100,61,77,30,59,47,21,60,65,18,56,71,37,75,14,52,61,63,37,60,76,49,7,22,45,47,12,21,41,51,38,23,45,44,28,39,24,74,74,0,33,94,54,62,17,15,31,2,73,44,37,25,41,17,32,58,57,0,39,13,30,0,24,32,66,35,25,4,19,26,70,69,45,20,86,8,47,54,74,0,55,15,20,27,22,25,72,20,26,61,59,44,36,23,19,22,17,17,74,32
2008-09-01,5,26,6,21,9,24,36,34,54,73,87,65,95,45,40,85,61,41,62,17,52,79,30,49,0,50,14,45,69,54,100,51,78,48,76,87,40,41,14,35,32,58,18,42,57,27,61,70,56,52,34,65,19,19,74,61,32,47,74,43,81,17,45,51,78,60,64,72,65,24,36,46,34,26,50,57,58,68,32,41,55,42,40,26,54,84,88,41,91,49,66,20,24,32,16,79,53,45,30,39,14,48,76,46,28,43,30,12,26,45,47,72,58,16,14,28,47,89,89,50,43,89,14,49,59,82,7,58,26,33,32,17,28,59,29,42,64,68,39,54,22,25,40,15,38,82,37
2008-10-01,4,30,8,25,10,26,34,26,69,73,90,54,100,35,38,81,62,30,51,18,47,100,24,30,12,48,12,41,85,100,100,50,89,54,100,100,28,39,17,44,31,58,18,42,54,27,58,64,58,45,36,54,56,61,87,54,14,41,73,61,91,19,45,53,72,69,58,70,87,6,75,65,33,28,72,38,82,69,52,30,83,62,29,51,67,100,0,44,100,40,62,28,58,35,6,72,73,49,34,49,18,100,91,53,13,43,35,22,0,77,48,78,80,17,13,39,68,100,99,47,55,83,0,44,56,100,5,49,48,38,36,8,24,74,41,47,73,96,35,67,40,45,18,11,26,82,48
2008-11-01,5,33,6,77,9,26,34,23,53,70,89,56,78,35,32,58,55,48,47,11,35,70,32,20,13,48,13,37,79,82,93,52,74,35,71,70,70,39,15,36,27,56,18,41,53,25,56,63,57,44,38,62,83,19,61,45,9,37,64,46,79,24,52,51,63,62,62,65,75,23,50,38,25,38,37,65,63,64,54,36,64,51,35,46,64,69,0,44,85,37,48,22,38,31,21,78,57,62,29,47,15,75,63,51,0,45,31,20,0,42,43,76,57,16,14,43,56,65,63,44,42,67,13,42,48,66,7,37,57,37,38,8,28,59,39,46,61,82,40,62,21,40,39,7,24,81,32
2008-12-01,4,34,6,35,9,22,32,28,65,67,91,44,81,28,36,72,51,29,46,19,39,72,20,39,0,41,26,37,63,88,83,39,68,33,68,65,59,34,15,28,24,57,17,39,44,24,50,58,53,41,41,44,27,37,52,52,11,31,58,35,68,18,53,48,55,70,41,68,96,35,61,35,30,15,36,35,51,52,41,18,39,36,51,48,78,63,0,35,82,34,40,17,40,29,11,71,51,59,47,43,24,56,60,37,0,40,27,29,0,59,45,70,57,17,10,32,39,67,67,44,33,55,10,36,44,68,18,43,40,27,33,7,13,47,38,42,63,92,43,43,23,35,19,7,22,74,38
2009-01-01,4,28,6,22,8,28,34,23,36,70,90,47,69,37,38,63,57,31,52,20,34,52,27,44,12,48,24,40,71,81,92,40,65,31,54,54,27,33,16,31,26,57,17,48,54,27,60,60,64,40,47,54,41,17,47,46,15,33,64,35,70,18,45,42,60,59,44,66,92,26,23,36,26,27,28,48,48,49,41,26,41,43,27,52,63,52,0,38,69,35,39,18,30,29,10,65,53,41,29,44,16,40,54,38,0,44,26,29,11,30,57,74,50,20,38,27,39,53,55,33,24,58,30,36,39,55,5,46,29,28,22,7,35,44,34,40,61,80,18,45,29,19,0,4,8,74,32
2009-02-01,4,26,6,20,8,27,36,26,34,69,83,42,53,44,34,56,59,41,56,23,28,35,32,60,12,54,12,39,88,99,98,48,69,40,37,39,38,35,10,31,22,54,18,40,52,28,58,60,61,40,39,74,37,35,42,43,10,33,66,30,74,18,43,54,59,67,41,68,88,28,23,29,27,30,53,30,56,68,46,23,54,32,41,37,51,35,0,43,44,31,35,20,26,29,10,64,48,50,37,40,19,39,65,38,0,45,37,30,23,28,47,80,53,11,33,41,53,36,35,32,43,52,13,30,42,37,8,62,29,32,38,7,28,44,39,43,45,85,24,77,26,40,0,7,31,70,30
2009-03-01,5,29,7,22,8,28,34,24,42,70,83,35,46,26,39,47,57,45,52,21,22,30,24,46,0,49,11,38,80,98,98,51,70,38,32,35,27,33,14,30,22,56,19,39,50,27,61,63,58,41,37,56,38,16,42,40,10,33,74,28,82,19,43,48,60,62,27,71,80,5,31,30,19,40,44,38,55,62,49,24,27,46,29,55,31,28,0,49,31,38,37,21,38,29,24,65,47,61,29,48,14,41,59,33,0,45,36,27,10,29,47,83,57,23,24,49,51,33,32,32,42,51,11,36,41,33,15,33,38,39,43,6,25,43,43,50,33,78,25,68,34,37,0,4,42,75,28
2009-04-01,5,29,7,27,8,32,34,28,32,70,81,32,35,35,45,41,57,22,51,5,16,21,26,34,11,52,35,38,75,79,97,49,66,29,25,23,33,32,11,27,22,61,18,39,49,26,59,62,65,40,32,50,50,16,35,43,10,33,69,29,70,22,51,52,58,70,29,72,76,15,34,20,33,21,29,45,60,57,48,20,41,49,50,58,38,22,0,47,25,54,32,23,35,30,15,65,48,69,34,50,11,50,50,42,0,51,31,23,0,31,46,91,48,17,15,60,52,26,25,35,39,50,18,37,37,26,20,48,45,34,43,4,24,41,44,52,28,73,20,68,27,46,17,5,47,73,26
2009-05-01,5,26,7,24,7,27,33,37,31,66,78,32,36,30,29,40,56,30,50,30,16,23,26,63,11,51,33,36,67,63,91,43,63,27,27,27,25,25,13,25,18,59,18,37,47,41,60,61,66,41,31,47,54,31,33,46,7,35,70,30,63,28,49,44,57,51,26,69,61,39,30,15,27,19,29,39,55,51,43,22,30,35,25,29,33,24,71,47,22,43,30,21,47,27,27,59,50,62,26,48,19,30,45,39,0,52,23,22,0,27,43,91,44,21,29,46,40,28,28,29,37,46,8,35,36,27,18,39,37,25,37,5,18,38,32,41,26,59,22,60,30,32,0,7,27,71,24
2009-06-01,5,22,6,23,7,28,100,22,24,63,78,45,38,23,35,41,59,23,53,14,20,23,23,55,0,43,16,36,56,50,87,36,63,28,26,24,31,29,7,24,18,59,18,34,42,29,63,59,66,36,30,48,57,31,34,53,8,35,66,19,58,17,47,36,59,51,22,68,69,19,21,21,34,5,22,37,47,41,39,22,35,36,29,48,34,24,71,34,20,48,29,16,28,26,9,66,57,42,24,48,18,33,47,33,0,50,24,19,10,24,38,77,37,13,12,38,31,29,30,22,23,41,11,30,36,29,3,46,23,21,27,6,23,32,29,33,26,60,18,36,32,26,16,2,21,73,26
2009-07-01,5,19,7,24,6,29,40,13,17,65,80,50,36,42,33,42,57,32,52,18,21,21,26,67,22,36,11,38,56,48,85,30,63,25,24,24,31,28,8,21,17,62,18,30,38,28,62,59,67,35,36,45,44,30,35,45,12,34,64,14,49,11,46,40,56,43,26,71,61,29,19,16,19,19,19,22,48,42,39,19,47,27,21,25,34,22,0,28,23,27,27,14,22,26,7,63,51,36,21,31,13,33,46,28,0,45,25,5,0,20,27,75,33,23,9,29,30,28,29,24,25,44,8,27,32,26,10,41,14,24,24,2,14,34,29,23,30,57,17,33,38,19,16,1,32,74,25
2009-08-01,5,19,6,24,7,29,32,16,17,66,79,37,30,42,44,41,57,45,54,27,18,19,24,59,0,34,16,38,56,45,85,33,62,26,20,21,22,28,6,22,20,62,18,33,41,28,60,61,71,34,53,50,35,23,32,40,12,32,65,14,47,14,51,42,62,45,26,74,58,10,19,15,22,5,24,31,47,41,36,11,39,42,29,58,34,20,0,33,17,29,27,15,26,27,7,62,50,36,25,39,3,30,44,32,11,52,39,17,0,21,32,80,37,23,17,29,32,25,22,26,27,48,11,33,33,24,7,53,18,22,24,2,10,28,29,35,22,57,20,38,24,22,16,5,27,76,21
2009-09-01,5,22,6,23,7,28,35,21,22,66,77,37,30,46,40,43,58,42,53,17,16,18,24,45,10,49,10,37,64,46,90,42,65,35,20,22,40,32,12,30,20,59,18,37,53,26,56,63,68,37,49,51,44,14,31,50,11,29,67,19,54,15,46,40,69,51,30,68,50,27,17,23,17,36,35,29,47,67,49,35,28,47,23,43,27,19,0,39,17,33,30,16,35,28,12,77,45,42,25,44,6,31,59,39,0,50,27,24,10,23,43,87,39,15,16,40,49,22,21,31,46,48,10,32,32,22,11,56,24,25,33,5,14,36,30,43,21,54,39,58,47,26,15,4,17,79,27
2009-10-01,5,24,7,27,8,31,35,24,23,74,75,31,31,36,56,37,60,50,54,16,16,18,27,63,0,52,14,36,74,47,97,47,69,36,21,21,37,30,10,27,20,61,18,39,54,28,57,65,72,39,44,44,35,34,34,47,10,28,64,21,59,19,50,43,67,55,33,68,57,55,19,18,36,36,58,46,51,71,47,31,34,50,47,44,28,22,0,42,17,32,30,23,37,31,20,62,46,49,30,47,12,35,59,32,0,53,34,21,9,26,47,100,38,33,10,46,76,22,21,30,65,51,19,36,39,23,13,46,43,36,40,4,22,37,39,53,20,61,30,69,40,40,14,2,24,73,24
2009-11-01,5,28,7,78,8,31,33,26,26,68,73,27,29,38,25,31,57,43,52,14,14,14,28,41,10,56,14,36,73,45,95,48,66,40,18,18,41,29,10,26,24,63,18,38,49,26,56,66,74,40,46,54,31,20,33,44,10,29,62,23,60,21,51,44,62,59,28,67,53,21,35,17,33,30,50,51,54,64,54,43,25,37,35,39,23,18,0,48,11,35,30,21,48,32,19,67,42,61,29,57,18,37,66,26,10,56,27,17,0,26,46,91,49,11,5,56,57,17,17,30,47,46,10,35,42,20,22,52,63,33,44,5,11,41,37,45,16,57,30,60,33,50,14,4,36,80,26
2009-12-01,5,24,7,36,8,30,37,21,24,62,78,29,25,38,22,28,52,23,45,8,13,13,23,70,10,41,19,38,67,35,84,37,61,43,16,17,37,23,15,25,20,65,17,34,43,37,49,61,67,38,46,50,39,41,29,49,6,23,56,20,54,16,50,36,60,49,26,66,46,13,31,15,31,14,31,41,44,55,57,15,29,33,38,42,19,17,0,36,12,37,25,17,36,27,19,68,36,54,18,44,10,33,66,36,0,53,20,21,9,25,43,82,45,19,15,42,44,16,15,30,38,46,14,37,32,19,22,36,46,22,39,3,13,32,31,42,14,51,24,44,30,32,28,2,24,69,21
2010-01-01,5,26,7,23,8,33,33,24,21,69,75,25,25,39,33,26,58,35,50,18,13,13,23,33,9,46,9,36,73,34,91,41,62,30,17,17,20,28,17,25,19,65,19,36,51,28,56,64,77,38,49,47,16,25,29,51,9,25,63,15,58,14,51,41,61,51,30,65,56,35,23,18,42,16,33,48,45,52,38,17,24,31,20,50,22,18,0,35,11,38,28,15,22,30,11,58,38,43,20,33,22,31,48,26,0,54,33,19,8,27,43,81,39,26,7,25,41,16,16,28,39,44,4,38,33,19,14,42,25,21,30,3,20,31,31,38,13,54,26,46,29,29,13,2,28,71,20
2010-02-01,5,25,7,21,8,32,40,22,22,72,73,36,27,44,41,21,61,37,53,14,15,13,27,44,9,54,19,37,78,34,99,49,66,30,17,18,31,28,11,26,20,69,19,37,55,34,54,61,74,49,43,46,19,0,29,46,11,26,63,19,62,17,47,46,61,54,28,66,59,13,31,18,35,26,57,42,53,65,51,21,27,44,22,68,19,17,61,43,13,28,30,18,38,32,15,61,43,48,21,49,13,38,49,24,19,54,28,19,9,39,44,92,49,24,10,27,56,18,17,26,54,51,9,34,36,18,10,39,34,25,43,2,27,34,36,35,12,60,24,72,34,40,0,2,24,74,20
2010-03-01,5,26,7,24,8,32,31,21,26,68,70,35,25,41,35,20,65,43,55,17,14,13,29,39,0,53,25,36,75,35,99,54,66,28,17,15,29,27,14,32,19,66,19,37,50,27,55,68,73,44,38,48,32,29,32,59,19,28,71,23,64,18,47,52,60,64,26,69,59,55,26,15,42,36,56,37,53,63,60,15,36,41,38,50,15,15,0,49,11,41,31,18,34,33,11,59,47,59,26,43,13,44,49,28,9,54,26,24,0,31,45,93,51,22,0,45,55,16,15,31,54,47,4,33,39,17,18,40,48,29,43,4,11,39,44,41,12,63,25,63,34,46,12,3,37,71,19
2010-04-01,5,25,7,25,8,36,33,27,24,68,73,38,27,39,36,21,62,32,61,9,14,16,26,40,9,50,18,37,73,32,97,51,64,26,17,16,36,27,11,34,25,62,19,37,45,26,56,71,69,42,33,52,42,31,32,56,11,28,72,25,62,23,52,46,58,70,27,69,60,35,34,17,55,18,35,49,51,67,60,29,36,47,64,50,28,15,0,48,11,61,38,20,39,38,24,60,44,72,23,57,18,29,46,27,0,53,23,19,17,34,48,89,45,30,9,55,54,18,17,33,46,48,20,37,37,18,27,44,50,32,51,3,19,36,45,51,16,64,42,64,30,52,39,6,40,73,26
2010-05-01,5,27,7,25,6,32,34,42,25,66,75,34,36,34,17,22,76,42,56,18,17,27,27,28,9,48,35,35,72,27,90,47,60,35,22,19,34,26,10,30,21,59,19,37,45,28,56,66,75,40,30,58,16,12,44,53,9,29,68,59,65,29,63,51,55,56,30,67,52,23,27,19,54,18,34,60,59,57,60,72,40,47,29,69,32,18,0,46,14,56,70,20,55,85,20,57,57,62,22,48,13,60,58,30,0,59,42,19,8,25,43,89,36,22,14,61,46,23,21,39,37,40,20,40,41,24,25,32,42,23,40,3,14,30,39,40,20,57,85,46,37,48,13,2,23,67,24
2010-06-01,5,19,6,25,6,32,35,28,19,67,74,28,31,30,38,20,83,37,55,15,13,29,24,45,9,45,18,36,60,24,84,38,58,31,19,14,26,26,11,29,21,62,21,33,47,27,58,60,78,34,28,63,36,38,40,56,11,23,63,65,50,19,65,47,57,47,37,67,49,12,21,14,56,22,23,50,48,43,47,100,44,37,65,43,26,13,0,37,11,45,74,16,40,100,9,62,53,44,22,40,5,36,50,26,0,55,31,12,8,23,34,83,32,17,2,43,34,18,16,44,30,35,9,41,40,21,12,45,22,23,34,3,16,35,34,38,15,54,91,42,34,30,0,2,20,66,23
2010-07-01,5,16,7,24,5,31,32,18,13,61,74,35,23,22,44,17,62,29,52,9,11,12,22,43,8,33,8,34,54,22,81,34,57,31,14,13,22,27,10,24,17,58,19,29,43,26,54,62,69,32,26,56,28,23,31,46,8,24,61,27,45,12,62,40,48,45,22,70,50,33,15,14,39,15,21,21,43,40,30,39,28,26,22,31,21,12,0,30,10,45,41,14,22,56,9,57,47,34,17,35,18,35,45,23,0,50,34,9,8,19,29,81,28,16,7,34,25,14,13,28,29,36,0,34,35,17,10,29,20,24,27,3,19,26,34,25,11,53,51,34,40,28,12,3,18,71,19
2010-08-01,5,18,7,23,8,30,37,18,12,63,75,33,23,36,42,18,57,35,52,22,12,10,23,40,24,36,24,34,59,24,83,34,60,31,14,12,29,25,9,23,16,55,18,33,37,27,53,64,71,37,28,48,22,11,32,50,11,23,59,16,46,12,51,31,48,48,23,74,51,25,18,9,36,23,23,34,46,41,39,21,26,30,10,53,17,12,0,30,13,35,29,11,31,38,6,61,41,36,19,41,8,30,42,15,16,54,20,14,7,21,34,78,33,10,4,28,30,14,13,25,28,36,8,29,34,16,11,32,21,24,27,3,11,26,31,29,14,54,29,35,32,28,12,2,27,71,20
2010-09-01,5,20,7,23,8,30,36,24,18,63,72,26,24,27,36,18,61,24,49,13,12,10,20,33,8,48,11,39,64,28,87,43,63,36,14,12,30,24,10,33,20,55,18,36,46,23,50,62,66,35,30,58,16,0,31,46,9,24,64,22,53,14,52,38,53,48,26,67,47,14,17,9,43,27,51,41,46,67,50,18,36,42,30,50,18,13,0,36,10,34,31,15,27,43,14,72,37,43,28,40,15,25,52,23,8,52,27,20,14,19,40,83,35,7,2,35,53,13,13,29,54,40,10,35,32,16,14,40,30,26,37,5,15,29,38,38,12,55,31,51,29,36,0,2,28,67,24
2010-10-01,5,23,7,26,6,33,33,23,20,63,71,21,23,27,32,17,60,29,48,8,11,9,22,33,0,52,15,34,68,26,94,48,68,41,15,13,30,26,10,29,18,53,19,35,46,24,47,66,68,35,31,54,23,10,30,46,9,25,64,20,60,14,53,40,54,56,25,66,51,23,19,10,53,31,60,36,47,64,64,23,27,38,41,59,19,14,0,40,10,41,31,18,48,40,19,59,36,45,23,41,10,36,62,25,8,51,35,16,7,21,41,88,36,8,2,51,72,12,12,28,69,39,9,35,32,16,14,32,51,27,47,3,25,30,40,41,13,56,27,70,42,48,11,2,21,69,23
2010-11-01,5,23,7,81,6,32,32,23,22,66,93,28,24,31,33,18,58,30,46,13,12,10,24,25,14,51,18,33,71,26,95,49,70,45,16,14,38,22,9,29,21,54,18,33,42,24,47,67,66,36,34,47,21,10,32,50,8,25,64,24,70,16,55,38,58,62,31,66,53,26,22,9,37,45,59,47,50,63,49,21,26,44,47,51,16,15,0,41,13,38,31,20,32,38,13,67,34,64,21,44,17,31,74,18,22,50,32,22,14,24,41,85,37,15,10,43,59,12,12,28,57,50,4,35,34,18,26,38,67,30,48,3,11,35,44,40,13,58,24,61,40,49,0,4,25,74,23
2010-12-01,5,19,7,37,5,63,31,25,20,59,81,31,22,26,23,16,56,25,43,12,11,11,18,27,0,38,7,35,56,21,82,38,63,42,17,14,16,24,10,28,20,54,17,32,38,24,42,59,61,39,39,51,28,25,30,47,6,22,54,20,56,13,58,33,52,49,22,65,46,13,23,8,35,29,33,23,43,45,48,13,25,35,31,56,14,18,0,32,14,36,27,11,42,33,11,68,28,60,18,35,10,23,68,20,15,48,27,17,0,28,37,78,36,9,10,42,42,14,13,26,42,36,11,31,29,19,33,28,47,21,38,3,16,21,33,34,12,50,24,44,35,46,21,2,24,77,19
